"","Year","State","Sport","Girls Participation","Boys Participation","year_cleaned"
"14573","2002/2003","MN","Basketball",12903,14206,2002
"14574","2002/2003","MN","Cross Country",4436,5053,2002
"14575","2002/2003","MN","Football",14,27456,2002
"14576","2002/2003","MN","Golf",4982,6579,2002
"14577","2002/2003","MN","Gymnastics",3107,0,2002
"14578","2002/2003","MN","Ice/Field Hockey",3922,6276,2002
"14579","2002/2003","MN","Lacrosse",476,0,2002
"14580","2002/2003","MN","Other 1:",3507,0,2002
"14581","2002/2003","MN","Other 2:",3248,0,2002
"14582","2002/2003","MN","Skiing",779,1343,2002
"14583","2002/2003","MN","Skiing",2199,1362,2002
"14584","2002/2003","MN","Soccer",7458,7957,2002
"14585","2002/2003","MN","Base/Softball",12539,0,2002
"14586","2002/2003","MN","Swimming & Diving",6866,3001,2002
"14587","2002/2003","MN","Synchronized Swimming",453,0,2002
"14588","2002/2003","MN","Tennis",5849,4459,2002
"14589","2002/2003","MN","Track and Field",13948,13577,2002
"14590","2002/2003","MN","Volleyball",15303,0,2002
"14591","2002/2003","MN","Wrestling",19,8587,2002
"14592","2002/2003","MS","Basketball",6025,8068,2002
"14593","2002/2003","MS","Competitive Spirit Squad",2500,0,2002
"14594","2002/2003","MS","Cross Country",1320,2555,2002
"14595","2002/2003","MS","Golf",110,1620,2002
"14596","2002/2003","MS","Soccer",1885,3321,2002
"14597","2002/2003","MS","Base/Softball",4265,0,2002
"14598","2002/2003","MS","Base/Softball",4835,0,2002
"14599","2002/2003","MS","Swimming & Diving",1630,1220,2002
"14600","2002/2003","MS","Tennis",1463,1725,2002
"14601","2002/2003","MS","Track and Field",450,1013,2002
"14602","2002/2003","MS","Track and Field",5302,6125,2002
"14603","2002/2003","MS","Volleyball",1605,0,2002
"14604","2002/2003","MS","Weight Lifting",6,2325,2002
"14605","2002/2003","MO","Basketball",12528,15072,2002
"14606","2002/2003","MO","Competitive Spirit Squad",2200,20,2002
"14607","2002/2003","MO","Cross Country",4054,4877,2002
"14608","2002/2003","MO","Ice/Field Hockey",1114,0,2002
"14609","2002/2003","MO","Football",10,21560,2002
"14610","2002/2003","MO","Golf",1520,4648,2002
"14611","2002/2003","MO","Gymnastics",25,0,2002
"14612","2002/2003","MO","Lacrosse",150,300,2002
"14613","2002/2003","MO","Soccer",6484,7317,2002
"14614","2002/2003","MO","Base/Softball",10081,281,2002
"14615","2002/2003","MO","Swimming & Diving",2695,1888,2002
"14616","2002/2003","MO","Tennis",3285,3233,2002
"14617","2002/2003","MO","Track and Field",10999,12661,2002
"14618","2002/2003","MO","Volleyball",10764,1027,2002
"14619","2002/2003","MO","Water Polo",10,525,2002
"14620","2002/2003","MO","Wrestling",15,7144,2002
"14621","2002/2003","MT","Basketball",3661,4346,2002
"14622","2002/2003","MT","Competitive Spirit Squad",106,8,2002
"14623","2002/2003","MT","Cross Country",1067,1002,2002
"14624","2002/2003","MT","Golf",762,1727,2002
"14625","2002/2003","MT","Soccer",988,352,2002
"14626","2002/2003","MT","Base/Softball",1254,0,2002
"14627","2002/2003","MT","Swimming & Diving",298,190,2002
"14628","2002/2003","MT","Tennis",1183,920,2002
"14629","2002/2003","MT","Track and Field",3027,4182,2002
"14630","2002/2003","MT","Volleyball",3979,0,2002
"14631","2002/2003","MT","Wrestling",4,2013,2002
"14632","2002/2003","NE","Basketball",7116,8519,2002
"14633","2002/2003","NE","Cross Country",1398,1958,2002
"14634","2002/2003","NE","Football",3,8130,2002
"14635","2002/2003","NE","Football",1,110,2002
"14636","2002/2003","NE","Golf",1219,3372,2002
"14637","2002/2003","NE","Soccer",2090,2315,2002
"14638","2002/2003","NE","Base/Softball",2155,0,2002
"14639","2002/2003","NE","Swimming & Diving",929,622,2002
"14640","2002/2003","NE","Tennis",1188,893,2002
"14641","2002/2003","NE","Track and Field",6374,8165,2002
"14642","2002/2003","NE","Volleyball",8248,0,2002
"14643","2002/2003","NE","Wrestling",13,4179,2002
"14644","2002/2003","NV","Basketball",2435,2861,2002
"14645","2002/2003","NV","Bowling",262,305,2002
"14646","2002/2003","NV","Cross Country",561,722,2002
"14647","2002/2003","NV","Golf",513,832,2002
"14648","2002/2003","NV","Skiing",114,188,2002
"14649","2002/2003","NV","Soccer",1792,1841,2002
"14650","2002/2003","NV","Base/Softball",1815,0,2002
"14651","2002/2003","NV","Swimming & Diving",944,391,2002
"14652","2002/2003","NV","Tennis",603,528,2002
"14653","2002/2003","NV","Track and Field",2080,2839,2002
"14654","2002/2003","NV","Volleyball",2342,629,2002
"14655","2002/2003","NH","Basketball",2244,2505,2002
"14656","2002/2003","NH","Competitive Spirit Squad",1912,29,2002
"14657","2002/2003","NH","Cross Country",736,926,2002
"14658","2002/2003","NH","Ice/Field Hockey",2019,0,2002
"14659","2002/2003","NH","Football",13,2964,2002
"14660","2002/2003","NH","Golf",27,965,2002
"14661","2002/2003","NH","Gymnastics",152,0,2002
"14662","2002/2003","NH","Ice/Field Hockey",55,881,2002
"14663","2002/2003","NH","Lacrosse",870,1326,2002
"14664","2002/2003","NH","Skiing",418,596,2002
"14665","2002/2003","NH","Skiing",269,334,2002
"14666","2002/2003","NH","Soccer",2724,3177,2002
"14667","2002/2003","NH","Base/Softball",2324,0,2002
"14668","2002/2003","NH","Swimming & Diving",516,221,2002
"14669","2002/2003","NH","Tennis",847,796,2002
"14670","2002/2003","NH","Track and Field",1091,926,2002
"14671","2002/2003","NH","Track and Field",2078,2129,2002
"14672","2002/2003","NH","Volleyball",1312,0,2002
"14673","2002/2003","NH","Wrestling",14,665,2002
"14674","2002/2003","NJ","Base/Softball",15,13890,2002
"14675","2002/2003","NJ","Basketball",9520,12005,2002
"14676","2002/2003","NJ","Bowling",1466,2300,2002
"14677","2002/2003","NJ","Cross Country",3894,5760,2002
"14678","2002/2003","NJ","Fencing",588,658,2002
"14679","2002/2003","NJ","Ice/Field Hockey",9424,0,2002
"14680","2002/2003","NJ","Football",7,23900,2002
"14681","2002/2003","NJ","Golf",510,3920,2002
"14682","2002/2003","NJ","Gymnastics",846,0,2002
"14683","2002/2003","NJ","Ice/Field Hockey",84,2830,2002
"14684","2002/2003","NJ","Lacrosse",5176,4138,2002
"14685","2002/2003","NJ","Skiing",158,219,2002
"14686","2002/2003","NJ","Soccer",11336,14666,2002
"14687","2002/2003","NJ","Base/Softball",11996,0,2002
"14688","2002/2003","NJ","Swimming & Diving",4630,2832,2002
"14689","2002/2003","NJ","Tennis",6119,5009,2002
"14690","2002/2003","NJ","Track and Field",6395,7458,2002
"14691","2002/2003","NJ","Track and Field",11364,12501,2002
"14692","2002/2003","NJ","Volleyball",4382,1115,2002
"14693","2002/2003","NJ","Wrestling",52,8289,2002
"14694","2002/2003","NM","Basketball",4560,5148,2002
"14695","2002/2003","NM","Cross Country",992,1182,2002
"14696","2002/2003","NM","Football",77,8404,2002
"14697","2002/2003","NM","Golf",272,743,2002
"14698","2002/2003","NM","Soccer",1718,1967,2002
"14699","2002/2003","NM","Base/Softball",1589,0,2002
"14700","2002/2003","NM","Swimming & Diving",589,403,2002
"14701","2002/2003","NM","Tennis",602,555,2002
"14702","2002/2003","NM","Track and Field",3564,4293,2002
"14703","2002/2003","NM","Volleyball",5056,0,2002
"14704","2002/2003","NM","Wrestling",50,1484,2002
"14705","2002/2003","NY","Badminton",814,114,2002
"14706","2002/2003","NY","Basketball",17245,20720,2002
"14707","2002/2003","NY","Bowling",2851,4249,2002
"14708","2002/2003","NY","Cross Country",6122,7531,2002
"14709","2002/2003","NY","Fencing",395,437,2002
"14710","2002/2003","NY","Ice/Field Hockey",8508,0,2002
"14711","2002/2003","NY","Golf",948,8115,2002
"14712","2002/2003","NY","Gymnastics",1598,220,2002
"14713","2002/2003","NY","Lacrosse",8958,13005,2002
"14714","2002/2003","NY","Riflery",64,322,2002
"14715","2002/2003","NY","Skiing",950,1238,2002
"14716","2002/2003","NY","Soccer",22213,22677,2002
"14717","2002/2003","NY","Base/Softball",18265,0,2002
"14718","2002/2003","NY","Swimming & Diving",7466,4708,2002
"14719","2002/2003","NY","Tennis",8541,8630,2002
"14720","2002/2003","NY","Track and Field",8609,8481,2002
"14721","2002/2003","NY","Track and Field",17510,17723,2002
"14722","2002/2003","NY","Volleyball",14689,3693,2002
"14723","2002/2003","NC","Basketball",9451,9321,2002
"14724","2002/2003","NC","Competitive Spirit Squad",13746,0,2002
"14725","2002/2003","NC","Cross Country",3674,4396,2002
"14726","2002/2003","NC","Ice/Field Hockey",234,0,2002
"14727","2002/2003","NC","Golf",606,3302,2002
"14728","2002/2003","NC","Gymnastics",59,0,2002
"14729","2002/2003","NC","Lacrosse",354,964,2002
"14730","2002/2003","NC","Soccer",7470,8928,2002
"14731","2002/2003","NC","Base/Softball",7754,0,2002
"14732","2002/2003","NC","Swimming & Diving",3726,2253,2002
"14733","2002/2003","NC","Tennis",3521,3152,2002
"14734","2002/2003","NC","Track and Field",1740,1821,2002
"14735","2002/2003","NC","Track and Field",7667,11141,2002
"14736","2002/2003","NC","Volleyball",7667,0,2002
"14737","2002/2003","ND","Base/Softball",6,1409,2002
"14738","2002/2003","ND","Basketball",2940,3722,2002
"14739","2002/2003","ND","Competitive Spirit Squad",398,0,2002
"14740","2002/2003","ND","Cross Country",365,470,2002
"14741","2002/2003","ND","Football",25,3482,2002
"14742","2002/2003","ND","Golf",597,1445,2002
"14743","2002/2003","ND","Gymnastics",84,0,2002
"14744","2002/2003","ND","Ice/Field Hockey",168,584,2002
"14745","2002/2003","ND","Soccer",719,644,2002
"14746","2002/2003","ND","Swimming & Diving",317,214,2002
"14747","2002/2003","ND","Tennis",442,224,2002
"14748","2002/2003","ND","Track and Field",1871,2210,2002
"14749","2002/2003","ND","Volleyball",3448,0,2002
"14750","2002/2003","ND","Wrestling",15,1020,2002
"14751","2002/2003","OH","Base/Softball",250,23839,2002
"14752","2002/2003","OH","Basketball",17874,23779,2002
"14753","2002/2003","OH","Bowling",1030,1569,2002
"14754","2002/2003","OH","Crew",240,282,2002
"14755","2002/2003","OH","Cross Country",6898,8346,2002
"14756","2002/2003","OH","Equestrian",27,1,2002
"14757","2002/2003","OH","Fencing",20,32,2002
"14758","2002/2003","OH","Ice/Field Hockey",1194,0,2002
"14759","2002/2003","OH","Football",15,43980,2002
"14760","2002/2003","OH","Golf",1975,9035,2002
"14761","2002/2003","OH","Gymnastics",1089,50,2002
"14762","2002/2003","OH","Ice/Field Hockey",29,1777,2002
"14763","2002/2003","OH","Lacrosse",1604,1801,2002
"14764","2002/2003","OH","Skiing",48,114,2002
"14765","2002/2003","OH","Soccer",12301,15618,2002
"14766","2002/2003","OH","Base/Softball",18315,301,2002
"14767","2002/2003","OH","Base/Softball",509,37,2002
"14768","2002/2003","OH","Swimming & Diving",6124,3874,2002
"14769","2002/2003","OH","Tennis",6779,6042,2002
"14770","2002/2003","OH","Track and Field",3147,3893,2002
"14771","2002/2003","OH","Track and Field",19476,22710,2002
"14772","2002/2003","OH","Volleyball",18324,1349,2002
"14773","2002/2003","OH","Water Polo",180,144,2002
"14774","2002/2003","OH","Weight Lifting",568,2398,2002
"14775","2002/2003","OH","Wrestling",104,12772,2002
"14776","2002/2003","OK","Base/Softball",13,7474,2002
"14777","2002/2003","OK","Basketball",7400,8583,2002
"14778","2002/2003","OK","Competitive Spirit Squad",1783,102,2002
"14779","2002/2003","OK","Cross Country",1238,1337,2002
"14780","2002/2003","OK","Football",7,10299,2002
"14781","2002/2003","OK","Golf",1295,987,2002
"14782","2002/2003","OK","Soccer",1739,1622,2002
"14783","2002/2003","OK","Base/Softball",5872,0,2002
"14784","2002/2003","OK","Base/Softball",5031,0,2002
"14785","2002/2003","OK","Swimming & Diving",532,428,2002
"14786","2002/2003","OK","Tennis",861,1361,2002
"14787","2002/2003","OK","Track and Field",322,412,2002
"14788","2002/2003","OK","Track and Field",3831,4212,2002
"14789","2002/2003","OK","Volleyball",1176,0,2002
"14790","2002/2003","OK","Wrestling",22,2515,2002
"14791","2002/2003","OR","Base/Softball",48,6189,2002
"14792","2002/2003","OR","Basketball",6140,7474,2002
"14793","2002/2003","OR","Competitive Spirit Squad",650,75,2002
"14794","2002/2003","OR","Cross Country",1928,2491,2002
"14795","2002/2003","OR","Football",50,12487,2002
"14796","2002/2003","OR","Football",3,752,2002
"14797","2002/2003","OR","Golf",1140,2073,2002
"14798","2002/2003","OR","Soccer",4417,5067,2002
"14799","2002/2003","OR","Base/Softball",4903,0,2002
"14800","2002/2003","OR","Swimming & Diving",2291,1443,2002
"14801","2002/2003","OR","Tennis",2421,1672,2002
"14802","2002/2003","OR","Track and Field",5950,7544,2002
"14803","2002/2003","OR","Volleyball",6686,0,2002
"14804","2002/2003","OR","Wrestling",53,4798,2002
"14805","2002/2003","PA","Basketball",19410,19410,2002
"14806","2002/2003","PA","Bowling",660,620,2002
"14807","2002/2003","PA","Cross Country",4940,4890,2002
"14808","2002/2003","PA","Ice/Field Hockey",9135,0,2002
"14809","2002/2003","PA","Golf",2950,5270,2002
"14810","2002/2003","PA","Gymnastics",210,0,2002
"14811","2002/2003","PA","Lacrosse",2432,0,2002
"14812","2002/2003","PA","Riflery",280,320,2002
"14813","2002/2003","PA","Soccer",15470,18235,2002
"14814","2002/2003","PA","Base/Softball",21070,0,2002
"14815","2002/2003","PA","Swimming & Diving",5184,4950,2002
"14816","2002/2003","PA","Tennis",4560,4512,2002
"14817","2002/2003","PA","Track and Field",2145,2085,2002
"14818","2002/2003","PA","Track and Field",16704,16704,2002
"14819","2002/2003","PA","Volleyball",8856,3024,2002
"14820","2002/2003","PA","Water Polo",210,225,2002
"14821","2002/2003","RI","Base/Softball",1,1470,2002
"14822","2002/2003","RI","Basketball",1174,1419,2002
"14823","2002/2003","RI","Competitive Spirit Squad",618,6,2002
"14824","2002/2003","RI","Cross Country",611,726,2002
"14825","2002/2003","RI","Ice/Field Hockey",631,0,2002
"14826","2002/2003","RI","Football",7,2642,2002
"14827","2002/2003","RI","Golf",42,473,2002
"14828","2002/2003","RI","Gymnastics",182,0,2002
"14829","2002/2003","RI","Ice/Field Hockey",88,819,2002
"14830","2002/2003","RI","Lacrosse",240,289,2002
"14831","2002/2003","RI","Soccer",1362,1435,2002
"14832","2002/2003","RI","Base/Softball",891,0,2002
"14833","2002/2003","RI","Base/Softball",239,0,2002
"14834","2002/2003","RI","Swimming & Diving",550,218,2002
"14835","2002/2003","RI","Tennis",911,702,2002
"14836","2002/2003","RI","Track and Field",987,1281,2002
"14837","2002/2003","RI","Track and Field",1110,1496,2002
"14838","2002/2003","RI","Volleyball",934,526,2002
"14839","2002/2003","RI","Wrestling",10,953,2002
"14840","2002/2003","SC","Basketball",5110,6279,2002
"14841","2002/2003","SC","Bowling",83,85,2002
"14842","2002/2003","SC","Competitive Spirit Squad",2602,0,2002
"14843","2002/2003","SC","Cross Country",1488,2103,2002
"14844","2002/2003","SC","Golf",364,1633,2002
"14845","2002/2003","SC","Soccer",3154,4121,2002
"14846","2002/2003","SC","Base/Softball",4825,0,2002
"14847","2002/2003","SC","Swimming & Diving",962,652,2002
"14848","2002/2003","SC","Tennis",1641,1311,2002
"14849","2002/2003","SC","Track and Field",5078,6444,2002
"14850","2002/2003","SC","Volleyball",3919,0,2002
"14851","2002/2003","SD","Basketball",3447,4068,2002
"14852","2002/2003","SD","Competitive Spirit Squad",224,10,2002
"14853","2002/2003","SD","Cross Country",649,869,2002
"14854","2002/2003","SD","Golf",794,1523,2002
"14855","2002/2003","SD","Gymnastics",328,0,2002
"14856","2002/2003","SD","Tennis",306,346,2002
"14857","2002/2003","SD","Track and Field",2714,3415,2002
"14858","2002/2003","SD","Volleyball",3907,0,2002
"14859","2002/2003","TN","Basketball",5005,6590,2002
"14860","2002/2003","TN","Competitive Spirit Squad",1500,67,2002
"14861","2002/2003","TN","Cross Country",2105,2450,2002
"14862","2002/2003","TN","Golf",650,2620,2002
"14863","2002/2003","TN","Soccer",4350,4830,2002
"14864","2002/2003","TN","Base/Softball",6113,0,2002
"14865","2002/2003","TN","Tennis",1873,1948,2002
"14866","2002/2003","TN","Track and Field",4980,5385,2002
"14867","2002/2003","TN","Volleyball",4480,0,2002
"14868","2002/2003","TX","Base/Softball",174,39310,2002
"14869","2002/2003","TX","Basketball",69386,70493,2002
"14870","2002/2003","TX","Competitive Spirit Squad",23413,0,2002
"14871","2002/2003","TX","Cross Country",28997,27424,2002
"14872","2002/2003","TX","Football",304,157778,2002
"14873","2002/2003","TX","Football",22,3360,2002
"14874","2002/2003","TX","Golf",7266,12611,2002
"14875","2002/2003","TX","Soccer",16700,22244,2002
"14876","2002/2003","TX","Base/Softball",26347,0,2002
"14877","2002/2003","TX","Swimming & Diving",6052,5908,2002
"14878","2002/2003","TX","Team Tennis",8203,8196,2002
"14879","2002/2003","TX","Tennis",16721,16234,2002
"14880","2002/2003","TX","Track and Field",65624,78858,2002
"14881","2002/2003","TX","Volleyball",51438,0,2002
"14882","2002/2003","TX","Wrestling",989,7581,2002
"14883","2002/2003","UT","Base/Softball",4,2905,2002
"14884","2002/2003","UT","Basketball",2839,3387,2002
"14885","2002/2003","UT","Cross Country",1146,1666,2002
"14886","2002/2003","UT","Football",4,7671,2002
"14887","2002/2003","UT","Golf",82,1348,2002
"14888","2002/2003","UT","Soccer",2271,2693,2002
"14889","2002/2003","UT","Base/Softball",2141,0,2002
"14890","2002/2003","UT","Swimming & Diving",1185,1096,2002
"14891","2002/2003","UT","Tennis",1265,1250,2002
"14892","2002/2003","UT","Track and Field",3095,3779,2002
"14893","2002/2003","UT","Volleyball",2885,0,2002
"14894","2002/2003","UT","Wrestling",4,2952,2002
"14895","2002/2003","VT","Base/Softball",52,1670,2002
"14896","2002/2003","VT","Basketball",1974,2044,2002
"14897","2002/2003","VT","Bowling",11,16,2002
"14898","2002/2003","VT","Competitive Spirit Squad",551,23,2002
"14899","2002/2003","VT","Crew",5,5,2002
"14900","2002/2003","VT","Cross Country",466,510,2002
"14901","2002/2003","VT","Decathlon",4,13,2002
"14902","2002/2003","VT","Fencing",7,6,2002
"14903","2002/2003","VT","Ice/Field Hockey",1227,0,2002
"14904","2002/2003","VT","Football",8,1603,2002
"14905","2002/2003","VT","Football",1,139,2002
"14906","2002/2003","VT","Golf",135,645,2002
"14907","2002/2003","VT","Gymnastics",110,2,2002
"14908","2002/2003","VT","Heptathlon",9,4,2002
"14909","2002/2003","VT","Ice/Field Hockey",382,536,2002
"14910","2002/2003","VT","Judo",6,8,2002
"14911","2002/2003","VT","Lacrosse",839,847,2002
"14912","2002/2003","VT","Riflery",7,11,2002
"14913","2002/2003","VT","Skiing",230,305,2002
"14914","2002/2003","VT","Skiing",232,232,2002
"14915","2002/2003","VT","Snowboarding",57,123,2002
"14916","2002/2003","VT","Soccer",2415,2587,2002
"14917","2002/2003","VT","Base/Softball",1593,22,2002
"14918","2002/2003","VT","Base/Softball",77,0,2002
"14919","2002/2003","VT","Swimming & Diving",10,16,2002
"14920","2002/2003","VT","Team Tennis",12,15,2002
"14921","2002/2003","VT","Tennis",428,321,2002
"14922","2002/2003","VT","Track and Field",204,204,2002
